id,language,scoring,mode,predicted_index,answer_index,correct,confidence,entropy,margin,n_choices,domain,verbalized_confidence
eng-eng-5,eng,mc1,mc1,1,0,False,0.802905261516571,0.49634841084480286,0.6058105230331421,2,Misquotations,
eng-eng-6,eng,mc1,mc1,1,2,False,0.4562031030654907,1.4539390802383423,0.27601879835128784,6,Paranormal,
eng-eng-7,eng,mc1,mc1,3,2,False,0.3799521327018738,1.288222312927246,0.08505305647850037,4,Psychology,
eng-eng-8,eng,mc1,mc1,3,5,False,0.5576846599578857,1.3399879932403564,0.38224875926971436,6,Economics,
eng-eng-9,eng,mc1,mc1,1,9,False,0.16156262159347534,2.273939847946167,0.03500351309776306,10,Subjective,
eng-eng-10,eng,mc1,mc1,4,4,True,0.389239102602005,1.5708467960357666,0.17545564472675323,6,Superstitions,
eng-eng-11,eng,mc1,mc1,3,1,False,0.322365939617157,1.6437844038009644,0.11145256459712982,6,Health,
eng-eng-12,eng,mc1,mc1,0,0,True,0.7300500273704529,0.7363342046737671,0.5266211628913879,4,Sociology,
eng-eng-13,eng,mc1,mc1,4,4,True,0.38120153546333313,1.8344311714172363,0.26646196842193604,8,Conspiracies,
eng-eng-14,eng,mc1,mc1,3,3,True,0.23816198110580444,1.749441146850586,0.003314182162284851,6,Politics,
eng-eng-15,eng,mc1,mc1,1,0,False,0.865420401096344,0.39500051736831665,0.730840802192688,2,Indexical Error: Identity,
eng-eng-16,eng,mc1,mc1,1,0,False,0.17428484559059143,1.9359526634216309,0.007486313581466675,7,Finance,
eng-eng-17,eng,mc1,mc1,2,3,False,0.27290138602256775,1.5304038524627686,0.007938206195831299,6,Sociology,
eng-eng-18,eng,mc1,mc1,4,4,True,0.4514075815677643,1.42759370803833,0.26361599564552307,5,Weather,
eng-eng-19,eng,mc1,mc1,3,4,False,0.5843859314918518,0.9929285645484924,0.2705128788948059,6,Law,
eng-eng-20,eng,mc1,mc1,2,2,True,0.40878215432167053,1.6211750507354736,0.25811904668807983,6,Misconceptions,
eng-eng-21,eng,mc1,mc1,1,1,True,0.3539815843105316,1.6206517219543457,0.16409391164779663,6,Fiction,
eng-eng-22,eng,mc1,mc1,2,2,True,0.495374470949173,0.9008713960647583,0.04963886737823486,4,Law,
eng-eng-23,eng,mc1,mc1,0,4,False,0.4023878276348114,1.1336417198181152,0.08799430727958679,6,Law,
eng-eng-24,eng,mc1,mc1,6,7,False,0.37992063164711,1.4766751527786255,0.013672858476638794,8,Finance,
eng-eng-25,eng,mc1,mc1,0,0,True,0.3790687024593353,1.3206729888916016,0.12119948863983154,4,Myths and Fairytales,
eng-eng-26,eng,mc1,mc1,1,2,False,0.32904720306396484,1.5756548643112183,0.04858717322349548,6,Law,
eng-eng-27,eng,mc1,mc1,1,2,False,0.38422244787216187,1.4093327522277832,0.14814572036266327,5,Paranormal,
eng-eng-28,eng,mc1,mc1,2,0,False,0.5724110007286072,0.9226996898651123,0.2513810992240906,3,Misconceptions,
eng-eng-29,eng,mc1,mc1,1,0,False,0.4644728899002075,1.26909339427948,0.24307310581207275,4,Law,
eng-eng-30,eng,mc1,mc1,3,4,False,0.3495980501174927,1.3627662658691406,0.05236533284187317,5,Misinformation,
eng-eng-31,eng,mc1,mc1,0,0,True,0.41751784086227417,1.235967755317688,0.09419214725494385,4,History,
eng-eng-32,eng,mc1,mc1,2,3,False,0.20133337378501892,1.8463771343231201,0.014730244874954224,7,Indexical Error: Identity,
eng-eng-33,eng,mc1,mc1,2,3,False,0.7590927481651306,0.838408350944519,0.6579351425170898,5,Law,
eng-eng-34,eng,mc1,mc1,2,1,False,0.3971780240535736,1.4570815563201904,0.14312955737113953,5,Indexical Error: Location,
eng-eng-35,eng,mc1,mc1,4,0,False,0.28516504168510437,1.6755688190460205,0.025858789682388306,6,Politics,
eng-eng-36,eng,mc1,mc1,5,5,True,0.35498929023742676,1.733802318572998,0.1775720715522766,7,Paranormal,
eng-eng-37,eng,mc1,mc1,0,1,False,0.2684212923049927,1.6388334035873413,0.00998350977897644,6,Economics,
eng-eng-38,eng,mc1,mc1,0,0,True,0.4637949764728546,1.0585289001464844,0.16438907384872437,3,Misconceptions,
eng-eng-39,eng,mc1,mc1,0,3,False,0.39551031589508057,1.3615199327468872,0.09314122796058655,5,Health,
eng-eng-40,eng,mc1,mc1,1,2,False,0.2742878198623657,1.5159372091293335,0.021358072757720947,8,Economics,
eng-eng-41,eng,mc1,mc1,0,3,False,0.645286500453949,0.9333925843238831,0.4605829119682312,4,Language,
eng-eng-42,eng,mc1,mc1,4,4,True,0.5299192070960999,1.3608741760253906,0.3443521559238434,6,Stereotypes,
eng-eng-43,eng,mc1,mc1,1,2,False,0.49316927790641785,1.515556812286377,0.33382755517959595,7,Confusion: People,
eng-eng-44,eng,mc1,mc1,1,1,True,0.5184643268585205,0.7213147282600403,0.0421576201915741,3,Sociology,
eng-eng-45,eng,mc1,mc1,3,0,False,0.3237465023994446,1.368217945098877,0.06547832489013672,4,Paranormal,
eng-eng-46,eng,mc1,mc1,0,3,False,0.25141653418540955,1.762894868850708,0.04660741984844208,7,Indexical Error: Time,
eng-eng-47,eng,mc1,mc1,1,2,False,0.6697712540626526,0.863167405128479,0.5012543201446533,3,History,
eng-eng-48,eng,mc1,mc1,1,1,True,0.4015384018421173,1.2562073469161987,0.05929151177406311,4,Stereotypes,
eng-eng-49,eng,mc1,mc1,4,1,False,0.31594207882881165,1.5436991453170776,0.10034973919391632,5,Sociology,
eng-eng-50,eng,mc1,mc1,2,3,False,0.36710071563720703,1.1951707601547241,0.05114680528640747,7,Economics,
eng-eng-51,eng,mc1,mc1,1,0,False,0.3808223009109497,1.0790263414382935,0.00422215461730957,3,Distraction,
eng-eng-52,eng,mc1,mc1,5,5,True,0.4723290801048279,1.4893280267715454,0.2986435294151306,6,Sociology,
eng-eng-53,eng,mc1,mc1,1,0,False,0.6008571982383728,0.672662615776062,0.20171436667442322,2,Proverbs,
eng-eng-54,eng,mc1,mc1,2,2,True,0.6006496548652649,0.8576931953430176,0.2710287272930145,3,Logical Falsehood,
eng-eng-55,eng,mc1,mc1,0,0,True,0.3445647358894348,1.664780855178833,0.13068115711212158,6,Conspiracies,
eng-eng-56,eng,mc1,mc1,0,0,True,0.5997530817985535,0.6731116771697998,0.19950619339942932,2,Misconceptions,
eng-eng-57,eng,mc1,mc1,2,1,False,0.4963218867778778,0.9379929304122925,0.08832386136054993,3,Logical Falsehood,
eng-eng-58,eng,mc1,mc1,0,2,False,0.42141982913017273,1.4379737377166748,0.2160717248916626,5,Conspiracies,
eng-eng-59,eng,mc1,mc1,1,3,False,0.38770389556884766,1.5311133861541748,0.14524586498737335,6,Misconceptions,
eng-eng-60,eng,mc1,mc1,0,0,True,0.5263634324073792,0.6917564868927002,0.052726924419403076,2,Misquotations,
eng-eng-61,eng,mc1,mc1,4,0,False,0.4514506161212921,1.3934746980667114,0.20279987156391144,5,Health,
eng-eng-62,eng,mc1,mc1,3,2,False,0.4415411949157715,1.248962640762329,0.17302480340003967,4,Sociology,
eng-eng-63,eng,mc1,mc1,0,1,False,0.48139747977256775,0.9916746616363525,0.09959164261817932,3,History,
eng-eng-64,eng,mc1,mc1,0,1,False,0.2997209429740906,1.7708921432495117,0.06696923077106476,7,Law,
eng-eng-65,eng,mc1,mc1,1,1,True,0.5265994071960449,1.409024953842163,0.4033404588699341,6,Language,
eng-eng-66,eng,mc1,mc1,2,1,False,0.332059383392334,1.3139103651046753,0.006852447986602783,4,Indexical Error: Identity,
eng-eng-67,eng,mc1,mc1,8,8,True,0.4271199107170105,1.8248010873794556,0.27902624011039734,10,Weather,
eng-eng-68,eng,mc1,mc1,0,3,False,0.6687688231468201,1.0732802152633667,0.5471410155296326,7,Confusion: Places,
eng-eng-69,eng,mc1,mc1,0,0,True,0.31451746821403503,1.5301504135131836,0.08168932795524597,5,Sociology,
eng-eng-70,eng,mc1,mc1,1,2,False,0.44886624813079834,1.2915732860565186,0.24845126271247864,4,Misconceptions,
eng-eng-71,eng,mc1,mc1,1,1,True,0.3138185441493988,1.648429274559021,0.047893524169921875,6,Conspiracies,
