id,language,scoring,mode,predicted_index,answer_index,correct,confidence,entropy,margin,n_choices,domain,verbalized_confidence
eng-eng-0,eng,mc1,mc1,6,6,True,0.4152248799800873,1.864225149154663,0.2936205267906189,9,Conspiracies,
eng-eng-1,eng,mc1,mc1,1,1,True,0.3275024890899658,1.743232250213623,0.1129085123538971,7,Subjective,
eng-eng-2,eng,mc1,mc1,2,2,True,0.2725369334220886,1.5644497871398926,0.017152786254882812,5,Psychology,
eng-eng-3,eng,mc1,mc1,1,0,False,0.6456763744354248,0.8851089477539062,0.42545434832572937,3,Mandela Effect,
eng-eng-4,eng,mc1,mc1,3,3,True,0.6311115026473999,0.924075186252594,0.36111241579055786,4,Health,
eng-eng-5,eng,mc1,mc1,1,0,False,0.6000480651855469,0.6729921698570251,0.20009610056877136,2,Misquotations,
eng-eng-6,eng,mc1,mc1,1,2,False,0.45878347754478455,1.5096007585525513,0.3103705644607544,6,Paranormal,
eng-eng-7,eng,mc1,mc1,3,2,False,0.3987081050872803,1.2411298751831055,0.12019708752632141,4,Psychology,
eng-eng-8,eng,mc1,mc1,3,5,False,0.45318278670310974,1.4492050409317017,0.20780377089977264,6,Economics,
eng-eng-9,eng,mc1,mc1,1,9,False,0.1376049965620041,2.2688207626342773,0.010654181241989136,10,Subjective,
eng-eng-10,eng,mc1,mc1,4,4,True,0.3781878352165222,1.4756057262420654,0.08605355024337769,6,Superstitions,
eng-eng-11,eng,mc1,mc1,3,1,False,0.35539567470550537,1.5369237661361694,0.10499352216720581,6,Health,
eng-eng-12,eng,mc1,mc1,0,0,True,0.8418067097663879,0.46207207441329956,0.6887602806091309,4,Sociology,
eng-eng-13,eng,mc1,mc1,4,4,True,0.4154967665672302,1.7916545867919922,0.29439106583595276,8,Conspiracies,
eng-eng-14,eng,mc1,mc1,0,3,False,0.22687885165214539,1.7585153579711914,0.026912376284599304,6,Politics,
eng-eng-15,eng,mc1,mc1,1,0,False,0.9050745964050293,0.31378769874572754,0.8101491928100586,2,Indexical Error: Identity,
eng-eng-16,eng,mc1,mc1,4,0,False,0.18229757249355316,1.9182798862457275,0.009759217500686646,7,Finance,
eng-eng-17,eng,mc1,mc1,2,3,False,0.30903884768486023,1.5141288042068481,0.06206551194190979,6,Sociology,
eng-eng-18,eng,mc1,mc1,4,4,True,0.5248395800590515,1.333957314491272,0.3560972809791565,5,Weather,
eng-eng-19,eng,mc1,mc1,3,4,False,0.3765298128128052,1.2636713981628418,0.0057450830936431885,6,Law,
eng-eng-20,eng,mc1,mc1,2,2,True,0.39177051186561584,1.4952609539031982,0.08572936058044434,6,Misconceptions,
eng-eng-21,eng,mc1,mc1,1,1,True,0.618333101272583,1.2420307397842407,0.5125988721847534,6,Fiction,
eng-eng-22,eng,mc1,mc1,2,2,True,0.6341155171394348,0.9310539960861206,0.36329329013824463,4,Law,
eng-eng-23,eng,mc1,mc1,0,4,False,0.6511699557304382,0.9193183183670044,0.4245636463165283,6,Law,
eng-eng-24,eng,mc1,mc1,6,7,False,0.2885494828224182,1.7225621938705444,0.030003875494003296,8,Finance,
